SceneID,Level,MapDisplayName,ExportMapName,HideRoleName,OpenMapPkMode,MapPkMode,Type,ClientSceneVariableType,MapDescript,MinimapName,ConfigName,MapName,Map2DExportSize,BattleType,BattleSideCount,MinLimitPerSide,MaxLimitPerSide,InitLineCount,MaxLineCount,MinPlayerLevel,MaxPlayerLevel,MinPortalLevel,MaxPortalLevel,Script,FinishTarget,CannotUseScroll,CannotUseTeleportRing,CannotBeRecalled,CannotGroupChat,CannotSceneChat,CannotScreenChat,CannotWhisperChat,CannotTeamChat,CannotGuildChat,CannotFriendChat,CannotTrade,EnableAntiCheat,GpkPunish,GpkKick,EnableIntimacy,LoginJumpSceneTempID,LoginJumpX,LoginJumpY,LoginJumpZ,MaxRoleCount,BlockRole,MineItemID1,MineItemID2,MineItemID3,MineItemID4,MineDoodadID1,MineDoodadChance1,MineDoodadID2,MineDoodadChance2,MineDropChance10,MFScale10,MineDropGroup10,MineDropChance11,MFScale11,MineDropGroup11,MineDropChance12,MFScale12,MineDropGroup12,MineDropChance13,MFScale13,MineDropGroup13,MineDropChance14,MFScale14,MineDropGroup14,MineDropChance15,MFScale15,MineDropGroup15,MineDropChance16,MFScale16,MineDropGroup16,MineDropChance17,MFScale17,MineDropGroup17,MineDropChance20,MFScale20,MineDropGroup20,MineDropChance21,MFScale21,MineDropGroup21,MineDropChance22,MFScale22,MineDropGroup22,MineDropChance23,MFScale23,MineDropGroup23,MineDropChance24,MFScale24,MineDropGroup24,MineDropChance25,MFScale25,MineDropGroup25,MineDropChance26,MFScale26,MineDropGroup26,MineDropChance27,MFScale27,MineDropGroup27,CannotSendMail,CannotUseExchange,CannotUseAuction,CannotJoinTeam,PackupPet,VolumeBlockKnockBack,CannotRecall,CanFinishWanted,DropProtectTime,DropPublicTime,CannotChangePkMode,Weather1,Weather1Weight,Weather1MinDuration,Weather1MaxDuration,Weather2,Weather2Weight,Weather2MinDuration,Weather2MaxDuration,Weather3,Weather3Weight,Weather3MinDuration,Weather3MaxDuration,Weather4,Weather4Weight,Weather4MinDuration,Weather4MaxDuration,MinWeatherRefreshInterval,MaxWeatherRefreshInterval,Progress1MainTarget_Desc,Progress1MainTarget_ID,Progress1MainTarget_TargetValue,Progress1ChildTargets1_Desc,Progress1ChildTargets1_ID,Progress1ChildTargets1_TargetValue,Progress1ChildTargets2_Desc,Progress1ChildTargets2_ID,Progress1ChildTargets2_TargetValue,Progress1ChildTargets3_Desc,Progress1ChildTargets3_ID,Progress1ChildTargets3_TargetValue,Progress2MainTarget_Desc,Progress2MainTarget_ID,Progress2MainTarget_TargetValue,Progress2ChildTargets1_Desc,Progress2ChildTargets1_ID,Progress2ChildTargets1_TargetValue,Progress2ChildTargets2_Desc,Progress2ChildTargets2_ID,Progress2ChildTargets2_TargetValue,Progress2ChildTargets3_Desc,Progress2ChildTargets3_ID,Progress2ChildTargets3_TargetValue,Progress3MainTarget_Desc,Progress3MainTarget_ID,Progress3MainTarget_TargetValue,Progress3ChildTargets1_Desc,Progress3ChildTargets1_ID,Progress3ChildTargets1_TargetValue,Progress3ChildTargets2_Desc,Progress3ChildTargets2_ID,Progress3ChildTargets2_TargetValue,Progress3ChildTargets3_Desc,Progress3ChildTargets3_ID,Progress3ChildTargets3_TargetValue,Progress4MainTarget_Desc,Progress4MainTarget_ID,Progress4MainTarget_TargetValue,Progress4ChildTargets1_Desc,Progress4ChildTargets1_ID,Progress4ChildTargets1_TargetValue,Progress4ChildTargets2_Desc,Progress4ChildTargets2_ID,Progress4ChildTargets2_TargetValue,Progress4ChildTargets3_Desc,Progress4ChildTargets3_ID,Progress4ChildTargets3_TargetValue,Progress5MainTarget_Desc,Progress5MainTarget_ID,Progress5MainTarget_TargetValue,Progress5ChildTargets1_Desc,Progress5ChildTargets1_ID,Progress5ChildTargets1_TargetValue,Progress5ChildTargets2_Desc,Progress5ChildTargets2_ID,Progress5ChildTargets2_TargetValue,Progress5ChildTargets3_Desc,Progress5ChildTargets3_ID,Progress5ChildTargets3_TargetValue,Progress6MainTarget_Desc,Progress6MainTarget_ID,Progress6MainTarget_TargetValue,Progress6ChildTargets1_Desc,Progress6ChildTargets1_ID,Progress6ChildTargets1_TargetValue,Progress6ChildTargets2_Desc,Progress6ChildTargets2_ID,Progress6ChildTargets2_TargetValue,Progress6ChildTargets3_Desc,Progress6ChildTargets3_ID,Progress6ChildTargets3_TargetValue,Progress7MainTarget_Desc,Progress7MainTarget_ID,Progress7MainTarget_TargetValue,Progress7ChildTargets1_Desc,Progress7ChildTargets1_ID,Progress7ChildTargets1_TargetValue,Progress7ChildTargets2_Desc,Progress7ChildTargets2_ID,Progress7ChildTargets2_TargetValue,Progress7ChildTargets3_Desc,Progress7ChildTargets3_ID,Progress7ChildTargets3_TargetValue,Progress8MainTarget_Desc,Progress8MainTarget_ID,Progress8MainTarget_TargetValue,Progress8ChildTargets1_Desc,Progress8ChildTargets1_ID,Progress8ChildTargets1_TargetValue,Progress8ChildTargets2_Desc,Progress8ChildTargets2_ID,Progress8ChildTargets2_TargetValue,Progress8ChildTargets3_Desc,Progress8ChildTargets3_ID,Progress8ChildTargets3_TargetValue,CannotReputationReward,CannotMount,CannotMonthlyCard,CannotActivity,CannotCompleteQuest,CannotShop,CannotOpTeam,SceneClientSupportMask,NeedRemoveAura,ReviveItemID,ReviveItemCount,ReviveHpPercent,PhysiqueAttrType,CannotUseItemExchange,ClientMapGroupId,AchievementID,LevelLimit,MapTileIndex,IsAutoDropPlayerShowCnt,LuckyValueEnable
16,30,魔渊裂隙1,MirSp03_1,0,0,0,10,0,,,MirSp03_1,魔渊裂隙1,X=400.000 Y=400.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,10,52100,46100,6063,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,2,0,0,0,0,patInvalid,1,1,0,0,,0,0
17,30,魔渊裂隙2,MirSp03_2,0,0,0,10,0,,,MirSp03_2,魔渊裂隙2,X=1200.000 Y=1200.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,10,52100,46100,6063,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,2,0,0,0,0,patInvalid,1,1,0,0,,0,0
18,30,魔渊裂隙3,MirSp03_3,0,0,0,10,0,,,MirSp03_3,魔渊裂隙3,X=800.000 Y=800.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,10,52100,46100,6063,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,2,0,0,0,0,patInvalid,1,1,0,0,,0,0
21,30,巅峰赛王城,MirAct33,0,0,0,1,0,,,MirAct33,巅峰赛王城,X=1230.000 Y=500.000,0,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,35000,48200,7100,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,patInvalid,1,2,0,0,,0,0
22,30,巅峰赛战场,MirAct33_1,0,1,2,9,5,,,MirAct33_1,巅峰赛战场,X=800.000 Y=800.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,21,35000,48200,7100,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,2,1,0,0,0,patInvalid,1,2,0,0,,0,0
25,1,演武擂台,MirArena01,1,1,2,2,6,,,MirArena01,演武擂台,X=120.000 Y=120.000,0,0,0,0,1,0,0,0,0,0,,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,70,5350,7000,5838,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,patInvalid,1,0,0,0,,0,0
26,30,修罗备战区,MirAct36,0,0,0,1,0,,,MirAct36,修罗备战区,X=1230.000 Y=500.000,0,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,35000,48200,7100,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patInvalid,1,4,0,0,,0,0
27,30,修罗狩猎场,MirAct36_1,0,1,2,9,7,,,MirAct36_1,修罗狩猎场,X=750.000 Y=750.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,26,35000,48200,7100,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,1,2,1,0,0,0,patInvalid,1,4,0,0,,0,0
28,30,修罗竞技场,MirAct36_2,0,1,2,9,7,,,MirAct36_2,修罗竞技场,X=120.000 Y=120.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,26,35000,48200,7100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,1,2,1,0,0,0,patInvalid,1,4,0,0,,0,0
29,37,元素地脉,MirAct37,0,1,0,2,8,,,MirAct37,元素地脉,X=1.000 Y=1.000,0,0,0,0,1,0,37,99,37,99,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,60000,60000,1,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,1,1,0,1,0,0,0,patInvalid,1,0,0,0,,0,0
30,37,元素地脉战备厅,MirAct37_1,0,1,0,1,0,,,MirAct37_1,元素地脉战备厅,X=1.000 Y=1.000,0,0,0,0,1,0,37,99,37,99,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,143,55900,43100,10000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,1,1,1,1,1,1,1,0,0,0,0,0,patInvalid,1,0,0,0,,0,0
31,45,秘宝小镇,MirAct34,0,1,2,1,0,,,MirAct34,秘宝小镇,X=512.000 Y=512.000,0,0,0,0,1,0,45,99,0,0,,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,patInvalid,1,3,0,0,,0,0
32,45,秘宝战场,MirAct34_1,0,1,2,1,0,,,MirAct34_1,秘宝战场,X=600.000 Y=690.000,0,0,0,0,1,0,45,99,0,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,31,21631,14300,3712,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,1,2,0,0,0,0,patInvalid,1,3,0,0,,0,0
35,30,遗落长廊,MirAct35,0,1,0,2,1,,,MirAct35,遗落长廊,X=600.000 Y=600.000,0,0,0,0,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,patInvalid,1,0,0,0,,0,0
36,30,魔龙幻境,MirAct41,0,0,7,2,1,,,MirAct41,魔龙幻境,X=600.000 Y=600.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,0,100001,1,10000,patInvalid,1,0,0,0,,0,0
40,40,无相之境,MirAct38,0,1,0,1,0,,,MirAct38,无相之境,X=1228.800 Y=655.360,0,0,0,0,1,0,40,0,40,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,patInvalid,0,0,0,0,,0,0
41,30,炙焰冥寺,MirAct38_1,0,1,0,2,9,,,MirAct38_1,炙焰冥寺,X=840.000 Y=970.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,100001,1,10000,patInvalid,0,0,0,0,,0,0
42,30,虫谷密林,MirAct38_2,0,1,0,2,9,,,MirAct38_2,虫谷密林,X=500.000 Y=500.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,100001,1,10000,patInvalid,0,0,0,0,,0,0
43,30,喋血之路,MirAct38_3,0,1,0,2,9,,,MirAct38_3,喋血之路,X=460.000 Y=460.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,100001,1,10000,patInvalid,0,0,0,0,,0,0
44,30,突入天门,MirAct38_4,0,1,0,2,9,,,MirAct38_4,突入天门,X=632.330 Y=620.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,100001,1,10000,patInvalid,0,0,0,0,,0,0
45,30,血污监牢,MirAct38_5,0,1,0,2,9,,,MirAct38_5,血污监牢,X=400.000 Y=400.000,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,120000,120000,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,swtInvalid,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,1,100001,1,10000,patInvalid,0,0,0,0,,0,0
