DropGroupID,Enabled,Item,Weight,CountMin,CountMax,FitClass
3103501,1,31035,1,1,1,1
3103600,1,31036,1,1,1,1
3103601,1,31036,1,1,1,1
3103700,1,31037,1,1,1,1
3103701,1,31037,1,1,1,1
3103800,1,31038,1,1,1,1
3103801,1,31038,1,1,1,1
3104200,1,31042,1,1,1,1
3104201,1,31042,1,1,1,1
32531,1,32531,1,1,1,2
32532,1,32532,1,1,1,2
32541,1,32541,1,1,1,2
32544,1,32544,1,1,1,2
32533,1,32533,1,1,1,2
32538,1,32538,1,1,1,2
32545,1,32545,1,1,1,2
32534,1,32534,1,1,1,2
32536,1,32536,1,1,1,2
3254600,1,32546,1,1,1,2
3254601,1,32546,1,1,1,2
3253500,1,32535,1,1,1,2
3253501,1,32535,1,1,1,2
3254700,1,32547,1,1,1,2
3254701,1,32547,1,1,1,2
3253700,1,32537,1,1,1,2
3253701,1,32537,1,1,1,2
3255000,1,32550,1,1,1,2
3255001,1,32550,1,1,1,2
32549,1,32549,1,1,1,2
3253900,1,32539,1,1,1,2
3253901,1,32539,1,1,1,2
3254000,1,32540,1,1,1,2
3254001,1,32540,1,1,1,2
33002,1,33002,1,1,1,16
33001,1,33001,1,1,1,16
33004,1,33004,1,1,1,16
33005,1,33005,1,1,1,16
33003,1,33003,1,1,1,16
33009,1,33009,1,1,1,16
33014,1,33014,1,1,1,16
33006,1,33006,1,1,1,16
33007,1,33007,1,1,1,16
3301100,1,33011,1,1,1,16
3301101,1,33011,1,1,1,16
3301800,1,33018,1,1,1,16
3301801,1,33018,1,1,1,16
3301200,1,33012,1,1,1,16
3301201,1,33012,1,1,1,16
3300800,1,33008,1,1,1,16
3300801,1,33008,1,1,1,16
3301500,1,33015,1,1,1,16
3301501,1,33015,1,1,1,16
3301000,1,33010,1,1,1,16
3301001,1,33010,1,1,1,16
36007,1,36007,1,1,1,32
40001,1,40001,1,1,1,16
40002,1,40002,1,1,1,16
40003,1,40003,1,1,1,16
40004,1,40004,1,1,1,16
40011,1,40011,1,1,1,16
40012,1,40012,1,1,1,16
40013,1,40013,1,1,1,16
40014,1,40014,1,1,1,16
40101,1,40101,1,1,1,16
40102,1,40102,1,1,1,16
40103,1,40103,1,1,1,16
41001,1,41001,1,1,1,63
41002,1,41002,1,1,1,63
41003,1,41002,1,1,1,63
41004,1,41002,1,1,1,63
80001,1,80001,1,1,1,63
80002,1,80002,1,1,1,63
80003,1,111115,1,1,1,63
8000301,1,80003,1,1,1,63
8000301,1,111115,1,1,1,63
80004,1,80004,1,1,1,63
80005,1,80005,1,1,1,63
80007,1,80007,1,1,1,63
80008,1,80008,1,1,1,63
80031,1,80031,1,1,1,63
800310,1,80031,1,1,1,63
80101,1,80101,1,1,1,63
80105,1,80105,1,1,1,63
80107,1,80107,1,1,1,63
80108,1,80108,1,1,1,63
80201,1,80201,1,1,1,63
80202,1,80202,1,1,1,63
81001,1,81001,1,1,1,63
81002,1,81002,1,1,1,63
81003,1,81003,1,1,1,63
90135,1,90131,2070,1,1,63
90135,1,90132,6890,1,1,63
90135,1,90133,1030,1,1,63
90135,1,90134,7,1,1,63
90135,1,90135,3,1,1,63
90144,1,90144,1,1,1,63
90146,1,90146,1,1,1,63
90153,1,90153,1,1,1,63
90155,1,90155,1,1,1,63
90156,1,90156,1,1,1,63
90157,1,90157,1,1,1,63
90158,1,90158,1,1,1,63
90159,1,90159,1,1,1,63
90160,1,90160,1,1,1,63
90163,1,90163,1,1,1,63
90166,1,90166,1,1,1,63
90167,1,90167,1,1,1,63
90168,1,90168,1,1,1,63
90169,1,90169,1,1,1,63
90170,1,90170,1,1,1,63
90171,1,90171,1,1,1,63
90172,1,90172,1,1,1,63
90173,1,90173,1,1,1,63
90174,1,90174,1,1,1,63
90175,1,90175,1,1,1,63
90176,1,90176,1,1,1,63
90177,1,90177,1,1,1,63
90178,1,90178,1,1,1,63
90179,1,90179,1,1,1,63
90180,1,90180,1,1,1,63
90181,1,90181,1,1,1,63
90182,1,90182,1,1,1,63
90183,1,90183,1,1,1,63
90184,1,90184,1,1,1,63
90185,1,90185,1,1,1,63
90186,1,90186,1,1,1,63
90187,1,90187,1,1,1,63
90188,1,90188,1,1,1,63
90189,1,90189,1,1,1,63
90190,1,90190,1,1,1,63
90191,1,90191,1,1,1,63
90192,1,90192,1,1,1,63
90193,1,90193,1,1,1,63
90194,1,90194,1,1,1,63
90195,1,90195,1,1,1,63
90196,1,90196,1,1,1,63
90197,1,90197,1,1,1,63
90198,1,90198,1,1,1,1
90199,1,90199,1,1,1,2
90200,1,90200,1,1,1,16
90201,1,90201,1,1,1,63
90202,1,90202,1,1,1,63
90203,1,90203,1,1,1,63
90204,1,90204,1,1,1,63
90205,1,90205,1,1,1,63
90206,1,90206,1,1,1,63
90207,1,90207,1,1,1,63
90208,1,90208,1,1,1,63
90209,1,90209,1,1,1,63
90210,1,90210,1,1,1,63
90211,1,90211,1,1,1,63
90212,1,90212,1,1,1,63
90213,1,90213,1,1,1,63
90214,1,90214,1,1,1,1
90215,1,90215,1,1,1,2
90216,1,90216,1,1,1,16
90238,1,90238,1,1,1,4
90245,1,90245,1,1,1,8
90249,1,90249,1,1,1,32
90217,1,90217,1,1,1,1
90218,1,90218,1,1,1,2
90219,1,90219,1,1,1,16
90220,1,90220,1,1,1,63
90226,1,90226,1,1,1,63
90227,1,90227,1,1,1,63
90228,1,90228,1,1,1,63
90235,1,90235,1,1,1,63
90253,1,90253,1,1,1,63
90253,1,90254,1,1,1,63
90255,1,90255,150,1,1,63
90255,1,90256,20,1,1,63
90255,1,90257,10,1,1,63
90255,1,90258,1,1,1,63
90500,1,90500,1,1,1,63
90501,1,90500,1,1,4,63
90502,1,90502,1,1,1,63
90503,1,90502,1,1,1,63
90504,1,90504,1,1,1,63
90506,1,90506,1,1,1,63
91001,1,91001,1,1,1,63
91002,1,91002,1,1,1,63
91003,1,91003,1,1,1,63
91004,1,91004,1,1,1,63
91005,1,91005,1,1,1,63
91006,1,91006,1,1,1,63
91011,1,91011,1,1,1,63
91012,1,91012,1,1,1,63
91013,1,91013,1,1,1,63
91014,1,91014,1,1,1,63
91021,1,91021,1,1,1,63
91022,1,91022,1,1,1,63
91023,1,91023,1,1,1,63
91024,1,91024,1,1,1,63
91025,1,91025,1,1,1,63
91101,1,91101,1,1,1,63
91102,1,91102,1,1,1,63
91104,1,91104,1,1,1,63
91108,1,91108,1,1,1,63
91112,1,91112,1,1,1,63
91114,1,91114,1,1,1,63
91115,1,91115,1,1,1,63
91116,1,91116,1,1,1,63
91117,1,91117,1,1,1,63
91120,1,91120,1,1,1,63
91121,1,91121,1,1,1,63
91124,1,91124,1,1,1,63
91127,1,91127,1,1,1,63
91143,1,91143,1,1,1,63
91145,1,91145,1,1,1,63
91146,1,91146,1,1,1,63
91147,1,91147,1,1,1,63
91152,1,91152,1,2,2,63
91155,1,91155,1,1,1,63
91158,1,91158,1,1,1,63
91162,1,91162,1,1,1,63
91167,1,91167,1,1,1,63
91173,1,91173,1,1,1,63
91174,1,91174,1,1,1,63
91175,1,91175,1,1,1,63
91176,1,91176,1,1,1,63
91177,1,91177,1,1,1,63
91184,1,91184,1,1,1,63
91185,1,91184,33,1,1,63
91185,1,1600016,1,1,1,63
91185,1,80010,33,20,20,63
91185,1,80011,33,10,10,63
91186,0,1501027,1,1,1,63
92001,1,92001,1,1,1,1
92002,1,92002,1,1,1,4
92003,1,92003,1,1,1,8
92004,1,92004,1,1,1,2
93002,1,93002,1,1,1,63
94001,1,94001,1,1,1,63
94002,1,94002,1,1,1,63
94003,1,94003,1,1,1,63
94004,1,94004,1,1,1,63
94005,1,94005,1,1,1,63
94006,1,94006,1,1,1,63
100001,1,100001,1,1,1,63
100002,1,100002,1,1,1,63
100003,1,100003,1,1,1,63
100004,1,100004,1,1,1,63
100005,1,100005,1,1,1,63
100006,1,100006,1,1,1,63
110000,1,111002,1,1,1,63
110001,1,111004,1,1,1,63
110002,1,111005,1,1,1,63
110003,1,111007,1,1,1,63
110004,1,111006,1,1,1,63
110005,1,111009,1,1,1,63
110011,1,111011,1,1,1,1
110011,1,111012,1,1,1,2
110011,1,111013,1,1,1,16
110011,1,111082,1,1,1,4
110011,1,111014,1,1,1,1
110011,1,111015,1,1,1,2
110011,1,111016,1,1,1,16
110011,1,111084,1,1,1,4
110011,1,111017,1,1,1,1
110011,1,111018,1,1,1,2
110011,1,111019,1,1,1,16
110011,1,111083,1,1,1,4
110011,1,111117,1,1,1,8
110011,1,111118,1,1,1,8
110011,1,111119,1,1,1,8
110011,1,111307,1,1,1,32
110011,1,111308,1,1,1,32
110011,1,111309,1,1,1,32
110012,1,113201,5,1,1,1
110012,1,113202,10,1,1,2
110012,1,113203,10,1,1,16
110012,1,113204,5,1,1,4
110012,1,113209,3,1,1,1
110012,1,113210,8,1,1,2
110012,1,113211,6,1,1,16
110012,1,113212,3,1,1,4
110012,1,113213,6,1,1,8
110012,1,113215,3,1,1,8
110012,1,113216,6,1,1,32
110012,1,113218,3,1,1,32
110013,1,113201,5,1,1,1
110013,1,113202,10,1,1,2
110013,1,113203,10,1,1,16
110013,1,113204,5,1,1,4
110013,1,113205,3,1,1,1
110013,1,113206,8,1,1,2
110013,1,113207,6,1,1,16
110013,1,113208,3,1,1,4
110013,1,113213,6,1,1,8
110013,1,113214,3,1,1,8
110013,1,113216,6,1,1,32
110013,1,113217,3,1,1,32
110014,1,113201,5,1,1,1
110014,1,113202,10,1,1,2
110014,1,113203,10,1,1,16
110014,1,113204,5,1,1,4
110014,1,113213,6,1,1,8
110014,1,113216,6,1,1,32
110015,1,113209,3,1,1,1
110015,1,113210,8,1,1,2
110015,1,113211,6,1,1,16
110015,1,113212,3,1,1,4
110015,1,113215,3,1,1,8
110015,1,113218,3,1,1,32
110016,1,113205,3,1,1,1
110016,1,113206,8,1,1,2
110016,1,113207,6,1,1,16
110016,1,113208,3,1,1,4
110016,1,113214,3,1,1,8
110016,1,113217,3,1,1,32
110017,1,111125,3,1,1,63
110018,1,721,3,1,1,33
110018,1,722,3,1,1,2
110018,1,723,3,1,1,16
110018,1,724,3,1,1,4
110018,1,725,3,1,1,8
110019,1,113201,6,1,1,1
110019,1,113202,13,1,1,2
110019,1,113203,13,1,1,16
110019,1,113204,6,1,1,4
110019,1,113213,7,1,1,8
110019,1,113216,7,1,1,32
110019,1,113209,3,1,1,1
110019,1,113210,8,1,1,2
110019,1,113211,6,1,1,16
110019,1,113212,3,1,1,4
110019,1,113215,3,1,1,8
110019,1,113218,3,1,1,32
110019,1,113205,3,1,1,1
110019,1,113206,8,1,1,2
110019,1,113207,6,1,1,16
110019,1,113208,3,1,1,4
110019,1,113214,3,1,1,8
110019,1,113217,3,1,1,32
110053,1,111053,1,1,1,63
110054,1,111054,1,1,1,63
111001,1,111001,1,1,1,63
111002,1,111001,1,2,2,63
111003,1,111001,1,2,4,63
111004,1,111001,1,3,5,63
111005,1,111001,1,4,6,63
111006,1,111001,1,5,7,63
111007,1,111001,1,6,8,63
111008,1,111001,1,6,10,63
111009,1,111001,1,7,11,63
111010,1,111001,1,8,12,63
111011,1,111001,1,9,13,63
111012,1,111001,1,10,14,63
111013,1,111001,1,10,16,63
111014,1,111001,1,11,17,63
111015,1,111001,1,12,18,63
111016,1,111001,1,13,19,63
111017,1,111001,1,14,20,63
111018,1,111001,1,14,22,63
111019,1,111001,1,15,23,63
111020,1,111001,1,16,24,63
111021,1,111001,1,17,25,63
111022,1,111001,1,18,26,63
111023,1,111001,1,18,28,63
111024,1,111001,1,19,29,63
111025,1,111001,1,20,30,63
111026,1,111001,1,21,31,63
111027,1,111001,1,22,32,63
111028,1,111001,1,22,34,63
111029,1,111001,1,23,35,63
111030,1,111001,1,24,36,63
111031,1,111001,1,25,37,63
111032,1,111001,1,26,38,63
111033,1,111001,1,26,40,63
111034,1,111001,1,27,41,63
111035,1,111001,1,28,42,63
111036,1,111001,1,29,43,63
111037,1,111001,1,30,44,63
111038,1,111001,1,30,46,63
111039,1,111001,1,31,47,63
111040,1,111001,1,32,48,63
111041,1,111001,1,33,49,63
111042,1,111001,1,34,50,63
111043,1,111001,1,34,52,63
111044,1,111001,1,35,53,63
111045,1,111001,1,36,54,63
111046,1,111001,1,37,55,63
111047,1,111001,1,38,56,63
111048,1,111001,1,38,58,63
111049,1,111001,1,39,59,63
111050,1,111001,1,40,60,63
111051,1,111001,1,41,61,63
111052,1,111001,1,42,62,63
111053,1,111001,1,42,64,63
111054,1,111001,1,43,65,63
111055,1,111001,1,44,66,63
111056,1,111001,1,45,67,63
111057,1,111001,1,46,68,63
111058,1,111001,1,46,70,63
111059,1,111001,1,47,71,63
111060,1,111001,1,48,72,63
111061,1,111001,1,49,73,63
111062,1,111001,1,50,74,63
111063,1,111001,1,50,76,63
111064,1,111001,1,51,77,63
111065,1,111001,1,52,78,63
111066,1,111001,1,53,79,63
111067,1,111001,1,54,80,63
111068,1,111001,1,54,82,63
111069,1,111001,1,55,83,63
111070,1,111001,1,56,84,63
111071,1,111001,1,57,85,63
111072,1,111001,1,58,86,63
111073,1,111001,1,58,88,63
111074,1,111001,1,59,89,63
111075,1,111001,1,60,90,63
111076,1,111001,1,61,91,63
111077,1,111001,1,62,92,63
111078,1,111001,1,62,94,63
111079,1,111001,1,63,95,63
111080,1,111001,1,64,96,63
111081,1,111001,1,65,97,63
111082,1,111001,1,66,98,63
111083,1,111001,1,66,100,63
111084,1,111001,1,67,101,63
111085,1,111001,1,68,102,63
111086,1,111001,1,69,103,63
111087,1,111001,1,70,104,63
111088,1,111001,1,70,106,63
111089,1,111001,1,71,107,63
111090,1,111001,1,72,108,63
111091,1,111001,1,73,109,63
111092,1,111001,1,74,110,63
111093,1,111001,1,74,112,63
111094,1,111001,1,75,113,63
111095,1,111001,1,76,114,63
111096,1,111001,1,77,115,63
111097,1,111001,1,78,116,63
111098,1,111001,1,78,118,63
111099,1,111001,1,79,119,63
111100,1,111001,1,80,120,63
111101,1,111001,1,81,121,63
111102,1,111001,1,82,122,63
111103,1,111001,1,82,124,63
111104,1,111001,1,83,125,63
111105,1,111001,1,84,126,63
111106,1,111001,1,85,127,63
111107,1,111001,1,86,128,63
111108,1,111001,1,86,130,63
111109,1,111001,1,87,131,63
111110,1,111001,1,88,132,63
111111,1,111001,1,89,133,63
111112,1,111001,1,90,134,63
111113,1,111001,1,90,136,63
111114,1,111001,1,91,137,63
111115,1,111001,1,92,138,63
111116,1,111001,1,93,139,63
111117,1,111001,1,94,140,63
111118,1,111001,1,94,142,63
111119,1,111001,1,95,143,63
111120,1,111001,1,96,144,63
111121,1,111001,1,97,145,63
111122,1,111001,1,98,146,63
111123,1,111001,1,98,148,63
111124,1,111001,1,99,149,63
111125,1,111001,1,100,150,63
111126,1,111001,1,101,151,63
111127,1,111001,1,102,152,63
111128,1,111001,1,102,154,63
111129,1,111001,1,103,155,63
111130,1,111001,1,104,156,63
111131,1,111001,1,105,157,63
111132,1,111001,1,106,158,63
111133,1,111001,1,106,160,63
111134,1,111001,1,107,161,63
111135,1,111001,1,108,162,63
111136,1,111001,1,109,163,63
111137,1,111001,1,110,164,63
111138,1,111001,1,110,166,63
111139,1,111001,1,111,167,63
111140,1,111001,1,112,168,63
111141,1,111001,1,113,169,63
111142,1,111001,1,114,170,63
111143,1,111001,1,114,172,63
111144,1,111001,1,115,173,63
111145,1,111001,1,116,174,63
111146,1,111001,1,117,175,63
111147,1,111001,1,118,176,63
111148,1,111001,1,118,178,63
111149,1,111001,1,119,179,63
111150,1,111001,1,120,180,63
111151,1,111001,1,121,181,63
111152,1,111001,1,122,182,63
111153,1,111001,1,122,184,63
111154,1,111001,1,123,185,63
111155,1,111001,1,124,186,63
111156,1,111001,1,125,187,63
111157,1,111001,1,126,188,63
111158,1,111001,1,126,190,63
111159,1,111001,1,127,191,63
111160,1,111001,1,128,192,63
111161,1,111001,1,129,193,63
111162,1,111001,1,130,194,63
111163,1,111001,1,130,196,63
111164,1,111001,1,131,197,63
111165,1,111001,1,132,198,63
111166,1,111001,1,133,199,63
111167,1,111001,1,134,200,63
111168,1,111001,1,134,202,63
111169,1,111001,1,135,203,63
111170,1,111001,1,136,204,63
111171,1,111001,1,137,205,63
111172,1,111001,1,138,206,63
111173,1,111001,1,138,208,63
111174,1,111001,1,139,209,63
111175,1,111001,1,140,210,63
111176,1,111001,1,141,211,63
111177,1,111001,1,142,212,63
111178,1,111001,1,142,214,63
111179,1,111001,1,143,215,63
111180,1,111001,1,144,216,63
111181,1,111001,1,145,217,63
111182,1,111001,1,146,218,63
111183,1,111001,1,146,220,63
111184,1,111001,1,147,221,63
111185,1,111001,1,148,222,63
111186,1,111001,1,149,223,63
111187,1,111001,1,150,224,63
111188,1,111001,1,150,226,63
111189,1,111001,1,151,227,63
111190,1,111001,1,152,228,63
111191,1,111001,1,153,229,63
111192,1,111001,1,154,230,63
111193,1,111001,1,154,232,63
111194,1,111001,1,155,233,63
111195,1,111001,1,156,234,63
111196,1,111001,1,157,235,63
111197,1,111001,1,158,236,63
111198,1,111001,1,158,238,63
111199,1,111001,1,159,239,63
111200,1,111001,1,160,240,63
111201,1,111001,1,161,241,63
111202,1,111001,1,162,242,63
111203,1,111001,1,162,244,63
111204,1,111001,1,163,245,63
111205,1,111001,1,164,246,63
111206,1,111001,1,165,247,63
111207,1,111001,1,166,248,63
111208,1,111001,1,166,250,63
111209,1,111001,1,167,251,63
111210,1,111001,1,168,252,63
111211,1,111001,1,169,253,63
111212,1,111001,1,170,254,63
111213,1,111001,1,170,256,63
111214,1,111001,1,171,257,63
111215,1,111001,1,172,258,63
111216,1,111001,1,173,259,63
111217,1,111001,1,174,260,63
111218,1,111001,1,174,262,63
111219,1,111001,1,175,263,63
111220,1,111001,1,176,264,63
111221,1,111001,1,177,265,63
111222,1,111001,1,178,266,63
111223,1,111001,1,178,268,63
111224,1,111001,1,179,269,63
111225,1,111001,1,180,270,63
111226,1,111001,1,181,271,63
111227,1,111001,1,182,272,63
111228,1,111001,1,182,274,63
111229,1,111001,1,183,275,63
111230,1,111001,1,184,276,63
111231,1,111001,1,185,277,63
111232,1,111001,1,186,278,63
111233,1,111001,1,186,280,63
111234,1,111001,1,187,281,63
111235,1,111001,1,188,282,63
111236,1,111001,1,189,283,63
111237,1,111001,1,190,284,63
111238,1,111001,1,190,286,63
111239,1,111001,1,191,287,63
111240,1,111001,1,192,288,63
111241,1,111001,1,193,289,63
111242,1,111001,1,194,290,63
111243,1,111001,1,194,292,63
111244,1,111001,1,195,293,63
111245,1,111001,1,196,294,63
111246,1,111001,1,197,295,63
111247,1,111001,1,198,296,63
111248,1,111001,1,198,298,63
111249,1,111001,1,199,299,63
111250,1,111001,1,200,300,63
111251,1,111001,1,201,301,63
111252,1,111001,1,202,302,63
111253,1,111001,1,202,304,63
111254,1,111001,1,203,305,63
111255,1,111001,1,204,306,63
111256,1,111001,1,205,307,63
111257,1,111001,1,206,308,63
111258,1,111001,1,206,310,63
111259,1,111001,1,207,311,63
111260,1,111001,1,208,312,63
111261,1,111001,1,209,313,63
111262,1,111001,1,210,314,63
111263,1,111001,1,210,316,63
111264,1,111001,1,211,317,63
111265,1,111001,1,212,318,63
111266,1,111001,1,213,319,63
111267,1,111001,1,214,320,63
111268,1,111001,1,214,322,63
111269,1,111001,1,215,323,63
111270,1,111001,1,216,324,63
111271,1,111001,1,217,325,63
111272,1,111001,1,218,326,63
111273,1,111001,1,218,328,63
111274,1,111001,1,219,329,63
111275,1,111001,1,220,330,63
111276,1,111001,1,221,331,63
111277,1,111001,1,222,332,63
111278,1,111001,1,222,334,63
111279,1,111001,1,223,335,63
111280,1,111001,1,224,336,63
111281,1,111001,1,225,337,63
111282,1,111001,1,226,338,63
111283,1,111001,1,226,340,63
111284,1,111001,1,227,341,63
111285,1,111001,1,228,342,63
111286,1,111001,1,229,343,63
111287,1,111001,1,230,344,63
111288,1,111001,1,230,346,63
111289,1,111001,1,231,347,63
111290,1,111001,1,232,348,63
111291,1,111001,1,233,349,63
111292,1,111001,1,234,350,63
111293,1,111001,1,234,352,63
111294,1,111001,1,235,353,63
111295,1,111001,1,236,354,63
111296,1,111001,1,237,355,63
111297,1,111001,1,238,356,63
111298,1,111001,1,238,358,63
111299,1,111001,1,239,359,63
111300,1,111001,1,240,360,63
111301,1,111001,1,241,361,63
111302,1,111001,1,242,362,63
111303,1,111001,1,242,364,63
111304,1,111001,1,243,365,63
111305,1,111001,1,244,366,63
111306,1,111001,1,245,367,63
111307,1,111001,1,246,368,63
111308,1,111001,1,246,370,63
