AttributeID,Key,Param1,Param2,Pow,Tip
1289,cmi_A,catPhyAtk,29,290,最小攻击+29
1290,cmi_A,catPhyAtk,29,290,最小攻击+29
1291,cmi_A,catPhyAtk,30,300,最小攻击+30
1292,cmi_A,catPhyAtk,30,300,最小攻击+30
1293,cmi_A,catPhyAtk,30,300,最小攻击+30
1294,cmi_A,catPhyAtk,30,300,最小攻击+30
1295,cmi_A,catPhyAtk,30,300,最小攻击+30
1296,cmi_A,catPhyAtk,30,300,最小攻击+30
1297,cmi_A,catPhyAtk,30,300,最小攻击+30
1298,cmi_A,catPhyAtk,30,300,最小攻击+30
1299,cmi_A,catPhyAtk,30,300,最小攻击+30
1300,cmi_A,catPhyAtk,30,300,最小攻击+30
1301,cmi_A,catPhyAtk,31,310,最小攻击+31
1302,cmi_A,catPhyAtk,31,310,最小攻击+31
1303,cmi_A,catPhyAtk,31,310,最小攻击+31
1304,cmi_A,catPhyAtk,31,310,最小攻击+31
1305,cmi_A,catPhyAtk,31,310,最小攻击+31
1306,cmi_A,catPhyAtk,31,310,最小攻击+31
1307,cmi_A,catPhyAtk,31,310,最小攻击+31
1308,cmi_A,catPhyAtk,31,310,最小攻击+31
1309,cmi_A,catPhyAtk,31,310,最小攻击+31
1310,cmi_A,catPhyAtk,31,310,最小攻击+31
1311,cmi_A,catPhyAtk,32,320,最小攻击+32
1312,cmi_A,catPhyAtk,32,320,最小攻击+32
1313,cmi_A,catPhyAtk,32,320,最小攻击+32
1314,cmi_A,catPhyAtk,32,320,最小攻击+32
1315,cmi_A,catPhyAtk,32,320,最小攻击+32
1316,cmi_A,catPhyAtk,32,320,最小攻击+32
1317,cmi_A,catPhyAtk,32,320,最小攻击+32
1318,cmi_A,catPhyAtk,32,320,最小攻击+32
1319,cmi_A,catPhyAtk,32,320,最小攻击+32
1320,cmi_A,catPhyAtk,32,320,最小攻击+32
1321,cmi_A,catPhyAtk,33,330,最小攻击+33
1322,cmi_A,catPhyAtk,33,330,最小攻击+33
1323,cmi_A,catPhyAtk,33,330,最小攻击+33
1324,cmi_A,catPhyAtk,33,330,最小攻击+33
1325,cmi_A,catPhyAtk,33,330,最小攻击+33
1326,cmi_A,catPhyAtk,33,330,最小攻击+33
1327,cmi_A,catPhyAtk,33,330,最小攻击+33
1328,cmi_A,catPhyAtk,33,330,最小攻击+33
1329,cmi_A,catPhyAtk,33,330,最小攻击+33
1330,cmi_A,catPhyAtk,33,330,最小攻击+33
1331,cmi_A,catPhyAtk,34,340,最小攻击+34
1332,cmi_A,catPhyAtk,34,340,最小攻击+34
1333,cmi_A,catPhyAtk,34,340,最小攻击+34
1334,cmi_A,catPhyAtk,34,340,最小攻击+34
1335,cmi_A,catPhyAtk,34,340,最小攻击+34
1336,cmi_A,catPhyAtk,34,340,最小攻击+34
1337,cmi_A,catPhyAtk,34,340,最小攻击+34
1338,cmi_A,catPhyAtk,34,340,最小攻击+34
1339,cmi_A,catPhyAtk,34,340,最小攻击+34
1340,cmi_A,catPhyAtk,34,340,最小攻击+34
1341,cmi_A,catPhyAtk,35,350,最小攻击+35
1342,cmi_A,catPhyAtk,35,350,最小攻击+35
1343,cmi_A,catPhyAtk,35,350,最小攻击+35
1344,cmi_A,catPhyAtk,35,350,最小攻击+35
1345,cmi_A,catPhyAtk,35,350,最小攻击+35
1346,cmi_A,catPhyAtk,35,350,最小攻击+35
1347,cmi_A,catPhyAtk,35,350,最小攻击+35
1348,cmi_A,catPhyAtk,35,350,最小攻击+35
1349,cmi_A,catPhyAtk,35,350,最小攻击+35
1350,cmi_A,catPhyAtk,35,350,最小攻击+35
1351,cmi_A,catPhyAtk,36,360,最小攻击+36
1352,cmi_A,catPhyAtk,36,360,最小攻击+36
1353,cmi_A,catPhyAtk,36,360,最小攻击+36
1354,cmi_A,catPhyAtk,36,360,最小攻击+36
1355,cmi_A,catPhyAtk,36,360,最小攻击+36
1356,cmi_A,catPhyAtk,36,360,最小攻击+36
1357,cmi_A,catPhyAtk,36,360,最小攻击+36
1358,cmi_A,catPhyAtk,36,360,最小攻击+36
1359,cmi_A,catPhyAtk,36,360,最小攻击+36
1360,cmi_A,catPhyAtk,36,360,最小攻击+36
1361,cmi_A,catPhyAtk,37,370,最小攻击+37
1362,cmi_A,catPhyAtk,37,370,最小攻击+37
1363,cmi_A,catPhyAtk,37,370,最小攻击+37
1364,cmi_A,catPhyAtk,37,370,最小攻击+37
1365,cmi_A,catPhyAtk,37,370,最小攻击+37
1366,cmi_A,catPhyAtk,37,370,最小攻击+37
1367,cmi_A,catPhyAtk,37,370,最小攻击+37
1368,cmi_A,catPhyAtk,37,370,最小攻击+37
1369,cmi_A,catPhyAtk,37,370,最小攻击+37
1370,cmi_A,catPhyAtk,37,370,最小攻击+37
1371,cmi_A,catPhyAtk,38,380,最小攻击+38
1372,cmi_A,catPhyAtk,38,380,最小攻击+38
1373,cmi_A,catPhyAtk,38,380,最小攻击+38
1374,cmi_A,catPhyAtk,38,380,最小攻击+38
1375,cmi_A,catPhyAtk,38,380,最小攻击+38
1376,cmi_A,catPhyAtk,38,380,最小攻击+38
1377,cmi_A,catPhyAtk,38,380,最小攻击+38
1378,cmi_A,catPhyAtk,38,380,最小攻击+38
1379,cmi_A,catPhyAtk,38,380,最小攻击+38
1380,cmi_A,catPhyAtk,38,380,最小攻击+38
1381,cmi_A,catPhyAtk,39,390,最小攻击+39
1382,cmi_A,catPhyAtk,39,390,最小攻击+39
1383,cmi_A,catPhyAtk,39,390,最小攻击+39
1384,cmi_A,catPhyAtk,39,390,最小攻击+39
1385,cmi_A,catPhyAtk,39,390,最小攻击+39
1386,cmi_A,catPhyAtk,39,390,最小攻击+39
1387,cmi_A,catPhyAtk,39,390,最小攻击+39
1388,cmi_A,catPhyAtk,39,390,最小攻击+39
1389,cmi_A,catPhyAtk,39,390,最小攻击+39
1390,cmi_A,catPhyAtk,39,390,最小攻击+39
1391,cmi_A,catPhyAtk,40,400,最小攻击+40
1392,cmi_A,catPhyAtk,40,400,最小攻击+40
1393,cmi_A,catPhyAtk,40,400,最小攻击+40
1394,cmi_A,catPhyAtk,40,400,最小攻击+40
1395,cmi_A,catPhyAtk,40,400,最小攻击+40
1396,cmi_A,catPhyAtk,40,400,最小攻击+40
1397,cmi_A,catPhyAtk,40,400,最小攻击+40
1398,cmi_A,catPhyAtk,40,400,最小攻击+40
1399,cmi_A,catPhyAtk,40,400,最小攻击+40
1400,cmi_A,catPhyAtk,40,400,最小攻击+40
1401,cmi_A,catPhyAtk,41,410,最小攻击+41
1402,cmi_A,catPhyAtk,41,410,最小攻击+41
1403,cmi_A,catPhyAtk,41,410,最小攻击+41
1404,cmi_A,catPhyAtk,41,410,最小攻击+41
1405,cmi_A,catPhyAtk,41,410,最小攻击+41
1406,cmi_A,catPhyAtk,41,410,最小攻击+41
1407,cmi_A,catPhyAtk,41,410,最小攻击+41
1408,cmi_A,catPhyAtk,41,410,最小攻击+41
1409,cmi_A,catPhyAtk,41,410,最小攻击+41
1410,cmi_A,catPhyAtk,41,410,最小攻击+41
1411,cmi_A,catPhyAtk,42,420,最小攻击+42
1412,cmi_A,catPhyAtk,42,420,最小攻击+42
1413,cmi_A,catPhyAtk,42,420,最小攻击+42
1414,cmi_A,catPhyAtk,42,420,最小攻击+42
1415,cmi_A,catPhyAtk,42,420,最小攻击+42
1416,cmi_A,catPhyAtk,42,420,最小攻击+42
1417,cmi_A,catPhyAtk,42,420,最小攻击+42
1418,cmi_A,catPhyAtk,42,420,最小攻击+42
1419,cmi_A,catPhyAtk,42,420,最小攻击+42
1420,cmi_A,catPhyAtk,42,420,最小攻击+42
1421,cmi_A,catPhyAtk,43,430,最小攻击+43
1422,cmi_A,catPhyAtk,43,430,最小攻击+43
1423,cmi_A,catPhyAtk,43,430,最小攻击+43
1424,cmi_A,catPhyAtk,43,430,最小攻击+43
1425,cmi_A,catPhyAtk,43,430,最小攻击+43
1426,cmi_A,catPhyAtk,43,430,最小攻击+43
1427,cmi_A,catPhyAtk,43,430,最小攻击+43
1428,cmi_A,catPhyAtk,43,430,最小攻击+43
1429,cmi_A,catPhyAtk,43,430,最小攻击+43
1430,cmi_A,catPhyAtk,43,430,最小攻击+43
1431,cmi_A,catPhyAtk,44,440,最小攻击+44
1432,cmi_A,catPhyAtk,44,440,最小攻击+44
1433,cmi_A,catPhyAtk,44,440,最小攻击+44
1434,cmi_A,catPhyAtk,44,440,最小攻击+44
1435,cmi_A,catPhyAtk,44,440,最小攻击+44
1436,cmi_A,catPhyAtk,44,440,最小攻击+44
1437,cmi_A,catPhyAtk,44,440,最小攻击+44
1438,cmi_A,catPhyAtk,44,440,最小攻击+44
1439,cmi_A,catPhyAtk,44,440,最小攻击+44
1440,cmi_A,catPhyAtk,44,440,最小攻击+44
1441,cmi_A,catPhyAtk,45,450,最小攻击+45
1442,cmi_A,catPhyAtk,45,450,最小攻击+45
1443,cmi_A,catPhyAtk,45,450,最小攻击+45
1444,cmi_A,catPhyAtk,45,450,最小攻击+45
1445,cmi_A,catPhyAtk,45,450,最小攻击+45
1446,cmi_A,catPhyAtk,45,450,最小攻击+45
1447,cmi_A,catPhyAtk,45,450,最小攻击+45
1448,cmi_A,catPhyAtk,45,450,最小攻击+45
1449,cmi_A,catPhyAtk,45,450,最小攻击+45
1450,cmi_A,catPhyAtk,45,450,最小攻击+45
1451,cmi_A,catPhyAtk,46,460,最小攻击+46
1452,cmi_A,catPhyAtk,46,460,最小攻击+46
1453,cmi_A,catPhyAtk,46,460,最小攻击+46
1454,cmi_A,catPhyAtk,46,460,最小攻击+46
1455,cmi_A,catPhyAtk,46,460,最小攻击+46
1456,cmi_A,catPhyAtk,46,460,最小攻击+46
1457,cmi_A,catPhyAtk,46,460,最小攻击+46
1458,cmi_A,catPhyAtk,46,460,最小攻击+46
1459,cmi_A,catPhyAtk,46,460,最小攻击+46
1460,cmi_A,catPhyAtk,46,460,最小攻击+46
1461,cmi_A,catPhyAtk,47,470,最小攻击+47
1462,cmi_A,catPhyAtk,47,470,最小攻击+47
1463,cmi_A,catPhyAtk,47,470,最小攻击+47
1464,cmi_A,catPhyAtk,47,470,最小攻击+47
1465,cmi_A,catPhyAtk,47,470,最小攻击+47
1466,cmi_A,catPhyAtk,47,470,最小攻击+47
1467,cmi_A,catPhyAtk,47,470,最小攻击+47
1468,cmi_A,catPhyAtk,47,470,最小攻击+47
1469,cmi_A,catPhyAtk,47,470,最小攻击+47
1470,cmi_A,catPhyAtk,47,470,最小攻击+47
1471,cmi_A,catPhyAtk,48,480,最小攻击+48
1472,cmi_A,catPhyAtk,48,480,最小攻击+48
1473,cmi_A,catPhyAtk,48,480,最小攻击+48
1474,cmi_A,catPhyAtk,48,480,最小攻击+48
1475,cmi_A,catPhyAtk,48,480,最小攻击+48
1476,cmi_A,catPhyAtk,48,480,最小攻击+48
1477,cmi_A,catPhyAtk,48,480,最小攻击+48
1478,cmi_A,catPhyAtk,48,480,最小攻击+48
1479,cmi_A,catPhyAtk,48,480,最小攻击+48
1480,cmi_A,catPhyAtk,48,480,最小攻击+48
1481,cmi_A,catPhyAtk,49,490,最小攻击+49
